city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,maintainer,rating,featureId,curators,sources,countyName,certValidation,maintainers
,Jenkins County,GA,USA,0,,,,0,8683,32.780297000000004,-81.95774750000001,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,691,,,,,
,Johnson County,GA,USA,0,,,,0,9708,32.6674315,-82.6956075,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,692,,,,,
,Jones County,GA,USA,0,,,,0,28616,33.0133215,-83.5868665,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,693,,,,,
,Lanier County,GA,USA,0,,,,0,10340,31.016720499999998,-83.084609,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,694,,,,,
,Liberty County,GA,USA,0,,,,0,61497,31.823112000000002,-81.47777099999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,695,,,,,
,Lincoln County,GA,USA,0,,,,0,7915,33.810833,-82.43205,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,696,,,,,
,Long County,GA,USA,0,,,,0,18998,31.776774500000002,-81.73641549999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,697,,,,,
,Lumpkin County,GA,USA,0,,,,0,32955,34.5781895,-84.0119525,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,698,,,,,
,Macon County,GA,USA,0,,,,0,13143,32.346552,-84.04629249999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,699,,,,,
,Madison County,GA,USA,0,,,,0,29650,34.136314,-83.18936099999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,700,,,,,
,Marion County,GA,USA,0,,,,0,8351,32.348070500000006,-84.5244235,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,701,,,,,
,McDuffie County,GA,USA,0,,,,0,21531,33.4833315,-82.471942,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,702,,,,,
,McIntosh County,GA,USA,0,,,,0,14340,31.497031999999997,-81.42023,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,703,,,,,
,Meriwether County,GA,USA,0,,,,0,21068,33.0380665,-84.6806535,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,704,,,,,
,Mitchell County,GA,USA,0,,,,0,22192,31.2604725,-84.252937,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,705,,,,,
,Montgomery County,GA,USA,0,,,,0,9193,32.151208,-82.5326555,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,706,,,,,
,Morgan County,GA,USA,0,,,,0,18853,33.626115999999996,-83.4757045,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,707,,,,,
,Murray County,GA,USA,0,,,,0,39921,34.785758,-84.7607105,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,708,,,,,
,Oglethorpe County,GA,USA,0,,,,0,15054,33.8678625,-83.04306249999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,709,,,,,
,Pierce County,GA,USA,0,,,,0,19389,31.3663905,-82.207204,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,710,,,,,
,Pike County,GA,USA,0,,,,0,18634,33.089718500000004,-84.392588,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,711,,,,,
,Pulaski County,GA,USA,0,,,,0,11069,32.2540355,-83.45334249999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,712,,,,,
,Putnam County,GA,USA,0,,,,0,21809,33.3255,-83.3449985,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,713,,,,,
,Quitman County,GA,USA,0,,,,0,2279,31.88141,-85.0244685,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,714,,,,,
,Rabun County,GA,USA,0,,,,0,16867,34.858446,-83.383081,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,715,,,,,
,Schley County,GA,USA,0,,,,0,5236,32.29327,-84.305936,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,716,,,,,
,Screven County,GA,USA,0,,,,0,13938,32.767269999999996,-81.6285995,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,717,,,,,
,Seminole County,GA,USA,0,,,,0,8315,30.893515999999998,-84.879714,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,718,,,,,
,Stephens County,GA,USA,0,,,,0,26035,34.5737745,-83.2816665,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,719,,,,,
,Stewart County,GA,USA,0,,,,0,6199,32.0766305,-84.849609,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,720,,,,,
,Talbot County,GA,USA,0,,,,0,6272,32.70026,-84.494721,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,721,,,,,
,Taliaferro County,GA,USA,0,,,,0,1608,33.5860605,-82.84641400000001,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,722,,,,,
,Tattnall County,GA,USA,0,,,,0,25391,32.051621499999996,-81.99726150000001,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,723,,,,,
,Taylor County,GA,USA,0,,,,0,8039,32.559839499999995,-84.222711,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,724,,,,,
,Telfair County,GA,USA,0,,,,0,15876,31.965762,-82.925699,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,725,,,,,
,Thomas County,GA,USA,0,,,,0,44448,30.8681835,-83.927226,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,726,,,,,
,Toombs County,GA,USA,0,,,,0,26887,32.133452000000005,-82.3325215,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,727,,,,,
,Towns County,GA,USA,0,,,,0,11852,34.891506,-83.74636849999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,728,,,,,
,Treutlen County,GA,USA,0,,,,0,6809,32.403197500000005,-82.56301049999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,729,,,,,
,Twiggs County,GA,USA,0,,,,0,8188,32.675209,-83.4190435,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,730,,,,,
,Union County,GA,USA,0,,,,0,24001,34.8153505,-83.97961749999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,731,,,,,
,Upson County,GA,USA,0,,,,0,26215,32.8448545,-84.3246905,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,732,,,,,
,Walker County,GA,USA,0,,,,0,69410,34.7835435,-85.2922675,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,733,,,,,
,Walton County,GA,USA,0,,,,0,93503,33.7633815,-83.74398049999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,734,,,,,
,Ware County,GA,USA,0,,,,0,35680,31.018934,-82.41637399999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,735,,,,,
,Warren County,GA,USA,0,,,,0,5251,33.431104,-82.625217,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,736,,,,,
,Washington County,GA,USA,0,,,,0,20386,32.998892999999995,-82.7922495,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,737,,,,,
,Wayne County,GA,USA,0,,,,0,29808,31.5772475,-81.8800995,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,738,,,,,
,Webster County,GA,USA,0,,,,0,2611,32.0761395,-84.54351700000001,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,739,,,,,
,Wheeler County,GA,USA,0,,,,0,7879,32.114083,-82.73996349999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,740,,,,,
,White County,GA,USA,0,,,,0,29970,34.6523945,-83.745846,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,741,,,,,
,Wilcox County,GA,USA,0,,,,0,8812,31.988861,-83.3948625,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,742,,,,,
,Wilkes County,GA,USA,0,,,,0,9876,33.795597,-82.733402,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,743,,,,,
,Wilkinson County,GA,USA,0,,,,0,9036,32.795713500000005,-83.17697799999999,https://dph.georgia.gov/covid-19-daily-status-report,,0.2926829268292683,744,,,,,
,Illinois County,IL,USA,0,,,0,0,,,,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,,,,,,
,Chicago County,IL,USA,0,,,0,0,,,,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,,,,,,
,Suburban Cook County,IL,USA,0,,,0,0,,,,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,,,,,,
,Adams County,IL,USA,0,,,0,0,65691,39.9787775,-91.212524,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,745,,,,,
,Alexander County,IL,USA,0,,,0,0,6060,37.1527035,-89.32553899999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,746,,,,,
,Bond County,IL,USA,0,,,0,0,16630,38.884501,-89.4448145,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,747,,,,,
,Boone County,IL,USA,0,,,0,0,53577,42.323683,-88.822878,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,748,,,,,
,Brown County,IL,USA,0,,,0,0,6556,39.971889000000004,-90.71462349999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,749,,,,,
,Bureau County,IL,USA,0,,,0,0,32993,41.3669235,-89.51302799999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,750,,,,,
,Calhoun County,IL,USA,0,,,0,0,4802,39.134271999999996,-90.693794,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,751,,,,,
,Carroll County,IL,USA,0,,,0,0,14312,42.0640145,-90.0009245,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,752,,,,,
,Cass County,IL,USA,0,,,0,0,12260,39.9982515,-90.28896950000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,753,,,,,
,Champaign County,IL,USA,1,,,0,1,209983,40.139787999999996,-88.19621000000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,754,,,,,
,Christian County,IL,USA,0,,,0,0,32661,39.583156,-89.2802045,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,755,,,,,
,Clark County,IL,USA,0,,,0,0,15596,39.322432500000005,-87.77278000000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,756,,,,,
,Clay County,IL,USA,0,,,0,0,13253,38.7574025,-88.4735945,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,757,,,,,
,Clinton County,IL,USA,1,,,0,1,37639,38.579451500000005,-89.4227085,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,758,,,,,
,Coles County,IL,USA,0,,,0,0,50885,39.530221499999996,-88.216126,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,759,,,,,
,Cook County,IL,USA,77,,,0,77,5180493,41.811950499999995,-87.893711,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,760,,,,,
,Crawford County,IL,USA,0,,,0,0,18807,39.014365999999995,-87.731286,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,761,,,,,
,Cumberland County,IL,USA,1,,,0,1,10808,39.275043,-88.2394565,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,762,,,,,
,DeKalb County,IL,USA,0,,,0,0,104143,41.8909545,-88.765222,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,763,,,,,
,De Witt County,IL,USA,0,,,0,0,15769,40.1658715,-88.8618245,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,764,,,,,
,Douglas County,IL,USA,0,,,0,0,19479,39.7656955,-88.2051055,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,765,,,,,
,DuPage County,IL,USA,5,,,0,5,928589,41.8397805,-88.0886665,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,766,,,,,
,Edgar County,IL,USA,0,,,0,0,17360,39.679879,-87.750202,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,767,,,,,
,Edwards County,IL,USA,0,,,0,0,6392,38.4129205,-88.0448,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,768,,,,,
,Effingham County,IL,USA,0,,,0,0,34208,39.063554999999994,-88.58372399999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,769,,,,,
,Fayette County,IL,USA,0,,,0,0,21416,38.977119,-88.9754655,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,770,,,,,
,Ford County,IL,USA,0,,,0,0,13264,40.698344500000005,-88.1958575,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,771,,,,,
,Franklin County,IL,USA,0,,,0,0,38701,37.993596999999994,-88.9411015,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,772,,,,,
,Fulton County,IL,USA,0,,,0,0,34844,40.449306,-90.1619825,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,773,,,,,
,Gallatin County,IL,USA,0,,,0,0,5058,37.744911,-88.20168100000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,774,,,,,
,Greene County,IL,USA,0,,,0,0,13044,39.31966,-90.3851795,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,775,,,,,
,Grundy County,IL,USA,0,,,0,0,50972,41.285694500000005,-88.4184245,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,776,,,,,
,Hamilton County,IL,USA,0,,,0,0,8163,38.081728999999996,-88.5385565,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,777,,,,,
,Hancock County,IL,USA,0,,,0,0,17844,40.4161445,-91.2057425,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,778,,,,,
,Hardin County,IL,USA,0,,,0,0,3910,37.5007875,-88.2382205,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,779,,,,,
,Henderson County,IL,USA,0,,,0,0,6709,40.852598,-90.985311,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,780,,,,,
,Henry County,IL,USA,0,,,0,0,49090,41.366804,-90.147138,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,781,,,,,
,Iroquois County,IL,USA,0,,,0,0,27604,40.7479615,-87.8288605,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,782,,,,,
,Jackson County,IL,USA,0,,,0,0,57419,37.7586175,-89.4158765,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,783,,,,,
,Jasper County,IL,USA,0,,,0,0,9611,39.0112015,-88.1538415,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,784,,,,,
,Jefferson County,IL,USA,0,,,0,0,37820,38.300858,-88.92435,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,785,,,,,
,Jersey County,IL,USA,0,,,0,0,21847,39.0926805,-90.37477999999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,786,,,,,
,Jo Daviess County,IL,USA,0,,,0,0,21366,42.3509385,-90.288092,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,787,,,,,
,Johnson County,IL,USA,0,,,0,0,12456,37.447419999999994,-88.8766665,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,788,,,,,
,Kane County,IL,USA,3,,,0,3,534216,41.9369435,-88.419968,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,789,,,,,
,Kankakee County,IL,USA,0,,,0,0,110024,41.146305999999996,-87.889151,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,790,,,,,
,Kendall County,IL,USA,0,,,0,0,127915,41.590843,-88.42785900000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,791,,,,,
,Knox County,IL,USA,0,,,0,0,50112,40.9317725,-90.214451,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,792,,,,,
,Lake County,IL,USA,5,,,0,5,700832,42.324290500000004,-87.9794555,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,793,,,,,
,LaSalle County,IL,USA,0,,,0,0,109430,41.278569000000005,-88.87672,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,794,,,,,
,Lawrence County,IL,USA,0,,,0,0,15765,38.7103305,-87.70438999999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,795,,,,,
,Lee County,IL,USA,0,,,0,0,34223,41.746,-89.285056,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,796,,,,,
,Livingston County,IL,USA,0,,,0,0,35761,40.8653895,-88.5831695,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,797,,,,,
,Logan County,IL,USA,0,,,0,0,28925,40.121167,-89.37321800000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,798,,,,,
,McDonough County,IL,USA,0,,,0,0,29955,40.457768,-90.67763099999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,799,,,,,
,McHenry County,IL,USA,2,,,0,2,308570,42.3247895,-88.45306400000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,800,,,,,
,McLean County,IL,USA,0,,,0,0,172828,40.519263499999994,-88.86443249999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,801,,,,,
,Macon County,IL,USA,0,,,0,0,104712,39.854206500000004,-88.981505,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,802,,,,,
,Macoupin County,IL,USA,0,,,0,0,45313,39.2609155,-89.9261525,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,803,,,,,
,Madison County,IL,USA,0,,,0,0,264461,38.827599,-89.935464,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,804,,,,,
,Marion County,IL,USA,0,,,0,0,37620,38.650088499999995,-88.91977650000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,805,,,,,
,Marshall County,IL,USA,0,,,0,0,11534,41.0348985,-89.3432225,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,806,,,,,
,Mason County,IL,USA,0,,,0,0,13565,40.244898500000005,-89.97840099999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,807,,,,,
,Massac County,IL,USA,0,,,0,0,14080,37.2011605,-88.70970249999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,808,,,,,
,Menard County,IL,USA,0,,,0,0,12288,40.031325499999994,-89.7865065,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,809,,,,,
,Mercer County,IL,USA,0,,,0,0,15601,41.1986765,-90.7739785,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,810,,,,,
,Monroe County,IL,USA,0,,,0,0,34335,38.304362,-90.136495,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,811,,,,,
,Montgomery County,IL,USA,0,,,0,0,28601,39.2617855,-89.4217495,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,812,,,,,
,Morgan County,IL,USA,0,,,0,0,33976,39.698471,-90.26153,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,813,,,,,
,Moultrie County,IL,USA,0,,,0,0,14717,39.6195935,-88.641607,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,814,,,,,
,Ogle County,IL,USA,0,,,0,0,50923,42.045208,-89.313711,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,815,,,,,
,Peoria County,IL,USA,1,,,0,1,180621,40.744068999999996,-89.7183555,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,816,,,,,
,Perry County,IL,USA,0,,,0,0,21174,38.084790999999996,-89.356507,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,817,,,,,
,Piatt County,IL,USA,0,,,0,0,16396,40.0368775,-88.6031875,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,818,,,,,
,Pike County,IL,USA,0,,,0,0,15611,39.620425,-90.9684925,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,819,,,,,
,Pope County,IL,USA,0,,,0,0,4212,37.333512999999996,-88.561381,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,820,,,,,
,Pulaski County,IL,USA,0,,,0,0,5463,37.2016465,-89.100825,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,821,,,,,
,Putnam County,IL,USA,0,,,0,0,5740,41.213094999999996,-89.314386,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,822,,,,,
,Randolph County,IL,USA,0,,,0,0,32106,38.013057,-89.89974050000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,823,,,,,
,Richland County,IL,USA,0,,,0,0,15763,38.709597,-88.102756,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,824,,,,,
,Rock Island County,IL,USA,0,,,0,0,143477,41.554974,-90.61659449999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,825,,,,,
,St. Clair County,IL,USA,2,,,0,2,261059,38.43997,-89.98348949999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,826,,,,,
,Saline County,IL,USA,0,,,0,0,23906,37.7534775,-88.541215,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,827,,,,,
,Sangamon County,IL,USA,3,,,0,3,195348,39.749418500000004,-89.605988,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,828,,,,,
,Schuyler County,IL,USA,0,,,0,0,6907,40.1323765,-90.55658600000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,829,,,,,
,Scott County,IL,USA,0,,,0,0,4926,39.655125999999996,-90.47332800000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,830,,,,,
,Shelby County,IL,USA,0,,,0,0,21741,39.434606,-88.8052905,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,831,,,,,
,Stark County,IL,USA,0,,,0,0,5427,41.104095,-89.811954,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,832,,,,,
,Stephenson County,IL,USA,0,,,0,0,44753,42.3510465,-89.661208,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,833,,,,,
,Tazewell County,IL,USA,0,,,0,0,132328,40.5337375,-89.59421,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,834,,,,,
,Union County,IL,USA,0,,,0,0,16841,37.465157500000004,-89.281663,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,835,,,,,
,Vermilion County,IL,USA,0,,,0,0,76806,40.179863,-87.734241,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,836,,,,,
,Wabash County,IL,USA,0,,,0,0,11549,38.402574,-87.8207125,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,837,,,,,
,Warren County,IL,USA,0,,,0,0,17032,40.848296,-90.61453750000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,838,,,,,
,Washington County,IL,USA,0,,,0,0,13995,38.363909,-89.4241575,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,839,,,,,
,Wayne County,IL,USA,0,,,0,0,16332,38.4308585,-88.42510250000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,840,,,,,
,White County,IL,USA,0,,,0,0,13665,38.067642,-88.1481,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,841,,,,,
,Whiteside County,IL,USA,1,,,0,1,55626,41.7573565,-89.938412,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,842,,,,,
,Will County,IL,USA,1,,,0,1,692310,41.465238,-87.89340899999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,843,,,,,
,Williamson County,IL,USA,0,,,0,0,67056,37.729957,-88.930214,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,844,,,,,
,Winnebago County,IL,USA,1,,,0,1,284081,42.325365000000005,-89.170574,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,845,,,,,
,Woodford County,IL,USA,1,,,0,1,38463,40.7610345,-89.2466125,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.2926829268292683,846,,,,,
,,IL,USA,105,,,,105,12671821,39.74570721281759,-89.26887859227318,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,,0.1951219512195122,847,,,,,
