city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,maintainers,curators,aggregate,rating,tz,featureId,sources
,,,AFG,110,4,,,,34124811,33.930139364000084,67.6895422770001,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Asia/Kabul""]",0,
,,,ALB,197,10,,,,3047987,41.11245290150006,20.154355916000085,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Europe/Tirane""]",1,
,,,DZA,454,29,,,,40969443,28.032339379000085,1.6432377520000898,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Africa/Algiers""]",2,
,,,AND,308,3,,,,85702,42.51501586950006,1.5681518960000886,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Europe/Andorra""]",3,
,,,AGO,5,0,,,,29310273,-11.211304219499908,17.89885628300003,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Africa/Luanda""]",4,
,,,ATG,7,0,,,,94731,17.098659572500083,-61.78465735599994,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""America/Antigua""]",5,
,,,ARG,690,18,,,,44293293,-38.42173074799991,-63.626654215499926,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""America/Argentina/Salta""]",6,
,,,ARM,407,1,,,,3045191,40.077076823500036,45.01914310700013,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Asia/Yerevan""]",7,
,,,AUT,8271,68,,,,8754413,47.71313527500007,13.334746337500093,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Europe/Vienna""]",8,
,,,AZE,182,4,,,,9961396,40.14320973750006,47.50227481750011,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Asia/Baku""]",9,
,,,BHS,10,0,,,,329988,23.91563150400006,-75.74170392899993,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""America/Nassau""]",10,
,,,BHR,476,4,,,,1410942,26.024400132000068,50.53386477950008,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Asia/Bahrain""]",11,
,,,BGD,48,5,,,,157826578,23.73811778050007,90.33232039450004,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Asia/Dhaka""]",12,
,,,BRB,26,0,,,,292336,13.189886786000045,-59.54055742099993,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""America/Barbados""]",13,
,,,BLR,94,0,,,,9549747,53.72384073950006,27.942588541500044,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Europe/Minsk""]",14,
,,,BEL,9134,353,,,,11491346,50.49042053300006,4.4297657472728815,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Europe/Brussels""]",15,
,,,BEN,6,0,,,,11038805,9.306569115000109,2.3030941155000306,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Africa/Porto-Novo""]",16,
,,,BTN,3,0,,,,758288,27.518180482737833,90.40745792650009,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]","[{""name"":""JHU CSSE"",""url"":""https://systems.jhu.edu/research/public-health/ncov/""}]",country,0.47058823529411764,"[""Asia/Thimphu""]",17,
