city,county,state,country,population,lat,long,url,cases,deaths,recovered,active,tested,growthFactor,date
,"Bristol, City of",England,GBR,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,51,,,,,,2020-03-26
,Bromley,England,GBR,,51.36398397443085,0.044925265988212004,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,149,,,,,,2020-03-26
,Buckinghamshire,England,GBR,781167,51.77382975993544,-0.8048032292356311,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,66,,,,,,2020-03-26
,Bury,England,GBR,,53.584358023753765,-2.313881069755581,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,27,,,,,,2020-03-26
,Calderdale,England,GBR,,53.754367784295795,-1.9539011830931372,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,9,,,,,,2020-03-26
,Cambridgeshire,England,GBR,830279,52.3633803375825,0.02921563059686605,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,47,,,,,,2020-03-26
,Camden,England,GBR,,51.534399929962774,-0.15101884604291627,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,85,,,,,,2020-03-26
,Central Bedfordshire,England,GBR,,52.005637315759486,-0.40933641209576876,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,28,,,,,,2020-03-26
,Cheshire East,England,GBR,,53.16374492069153,-2.3151145353575373,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,31,,,,,,2020-03-26
,Cheshire West and Chester,England,GBR,,53.1486968423354,-2.753126456920455,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,24,,,,,,2020-03-26
,Cornwall and Isles of Scilly,England,GBR,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,43,,,,,,2020-03-26
,County Durham,England,GBR,,54.67953095184194,-1.799640245530711,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,29,,,,,,2020-03-26
,Coventry,England,GBR,,52.397590135426384,-1.547535670934451,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,35,,,,,,2020-03-26
,Croydon,England,GBR,,51.366968289205175,-0.07526119659695496,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,181,,,,,,2020-03-26
,Cumbria,England,GBR,497874,54.65147772950007,-2.894685635497069,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,176,,,,,,2020-03-26
,Darlington,England,GBR,,54.5325890167197,-1.5471868553890715,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,5,,,,,,2020-03-26
,Derby,England,GBR,,52.889821072034806,-1.473741726249699,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,58,,,,,,2020-03-26
,Derbyshire,England,GBR,1032267,53.10898082160762,-1.596395738322684,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,139,,,,,,2020-03-26
,Devon,England,GBR,1159832,50.73217421134865,-3.7468521474031253,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,55,,,,,,2020-03-26
,Doncaster,England,GBR,,53.51311636043167,-1.1025886705806727,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,21,,,,,,2020-03-26
,Dorset,England,GBR,759768,50.83684499757297,-2.3107224188537714,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,25,,,,,,2020-03-26
,Dudley,England,GBR,,52.49018902145616,-2.089965285219762,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,60,,,,,,2020-03-26
,Ealing,England,GBR,,51.52145498321087,-0.31465226938672686,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,165,,,,,,2020-03-26
,East Riding of Yorkshire,England,GBR,594825,53.88757670754899,-0.4702299669435206,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,21,,,,,,2020-03-26
,East Sussex,England,GBR,820842,50.94161367390575,0.3705739670149626,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,26,,,,,,2020-03-26
,Enfield,England,GBR,,51.6391351386757,-0.08400660437129659,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,110,,,,,,2020-03-26
,Essex,England,GBR,1773154,51.801330145419854,0.6384996882008807,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,130,,,,,,2020-03-26
,Gateshead,England,GBR,,54.94435801006409,-1.6728933342100163,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,12,,,,,,2020-03-26
,Gloucestershire,England,GBR,882888,51.84146129050612,-2.1589416167073807,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,64,,,,,,2020-03-26
,Greenwich,England,GBR,,51.467168891331255,0.04868472621913611,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,118,,,,,,2020-03-26
,Hackney and City of London,England,GBR,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,119,,,,,,2020-03-26
,Halton,England,GBR,,53.360951641505125,-3.055812369847803,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,8,,,,,,2020-03-26
,Hammersmith and Fulham,England,GBR,,51.49955709528368,-0.2078500022258254,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,94,,,,,,2020-03-26
,Hampshire,England,GBR,1800511,51.05528290387548,-1.3405973986010906,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,267,,,,,,2020-03-26
,Haringey,England,GBR,,51.583918870809214,-0.09633226132478967,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,91,,,,,,2020-03-26
,Harrow,England,GBR,,51.593362738849294,-0.3332945418096642,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,167,,,,,,2020-03-26
,Hartlepool,England,GBR,,54.666020093800526,-1.290542151179023,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,3,,,,,,2020-03-26
,Havering,England,GBR,,51.55322306998866,0.23417727985756187,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,70,,,,,,2020-03-26
,"Herefordshire, County of",England,GBR,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,21,,,,,,2020-03-26
,Hertfordshire,England,GBR,1154766,51.83029918091245,-0.25780819354329765,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,170,,,,,,2020-03-26
,Hillingdon,England,GBR,,51.5343224151473,-0.43250037279398157,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,103,,,,,,2020-03-26
,Hounslow,England,GBR,,51.454017239454004,-0.3390693831954934,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,112,,,,,,2020-03-26
,Isle of Wight,England,GBR,139105,50.68117910350006,-1.2943416004999335,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,7,,,,,,2020-03-26
,Islington,England,GBR,,51.54380504037027,-0.1091867740503858,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,96,,,,,,2020-03-26
,Kensington and Chelsea,England,GBR,,51.49734792776462,-0.17697333470164267,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,110,,,,,,2020-03-26
,Kent,England,GBR,1784369,51.20639796273913,0.7391297744358951,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,112,,,,,,2020-03-26
,"Kingston upon Hull, City of",England,GBR,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,4,,,,,,2020-03-26
,Kingston upon Thames,England,GBR,,51.403012600601016,-0.2657405251551097,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,42,,,,,,2020-03-26
,Kirklees,England,GBR,,53.64010463801861,-1.8024297176073958,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,24,,,,,,2020-03-26
,Knowsley,England,GBR,,53.42208175625544,-2.8437495108312874,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,12,,,,,,2020-03-26
,Lambeth,England,GBR,,51.45665273733394,-0.10314063148496189,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,248,,,,,,2020-03-26
,Lancashire,England,GBR,1471979,53.86064036695933,-2.5321267362598974,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,102,,,,,,2020-03-26
,Leeds,England,GBR,,53.80972938979946,-1.5114138447231653,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,67,,,,,,2020-03-26
,Leicester,England,GBR,,52.60678925257193,-1.1258430644059274,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,45,,,,,,2020-03-26
,Leicestershire,England,GBR,1005558,52.67122976369262,-1.1170709903839224,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,98,,,,,,2020-03-26
,Lewisham,England,GBR,,51.45485698096485,-0.020626288272609372,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,144,,,,,,2020-03-26
,Lincolnshire,England,GBR,1060567,53.12138316510095,-0.22751105405745875,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,32,,,,,,2020-03-26
,Liverpool,England,GBR,,53.412221738037374,-2.9620655980152155,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,72,,,,,,2020-03-26
,Luton,England,GBR,,51.88424937600786,-0.3940014311211826,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,30,,,,,,2020-03-26
,Manchester,England,GBR,,53.44718915755354,-2.2513235753227434,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,55,,,,,,2020-03-26
,Medway,England,GBR,,51.41229721683642,0.5708690730683657,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,32,,,,,,2020-03-26
,Merton,England,GBR,,51.40890371353552,-0.18562913672528225,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,108,,,,,,2020-03-26
,Middlesbrough,England,GBR,,54.531012885136505,-1.2151916162001442,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,9,,,,,,2020-03-26
,Milton Keynes,England,GBR,,52.070181179218025,-0.7260095895209417,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,38,,,,,,2020-03-26
,Newcastle upon Tyne,England,GBR,,55.01077984411447,-1.6197237394090394,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,80,,,,,,2020-03-26
,Newham,England,GBR,,51.52600250990787,0.042922804493827016,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,109,,,,,,2020-03-26
,Norfolk,England,GBR,877710,52.66413290015265,0.9523097061513965,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,51,,,,,,2020-03-26
,North East Lincolnshire,England,GBR,,53.553496852445065,-0.1301505615609193,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,5,,,,,,2020-03-26
,North Lincolnshire,England,GBR,,53.58327667878578,-0.558919283936299,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,6,,,,,,2020-03-26
,North Somerset,England,GBR,,51.40801629048416,-2.8128399318404718,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,22,,,,,,2020-03-26
,North Tyneside,England,GBR,,55.026428262859,-1.5311261769496696,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,27,,,,,,2020-03-26
,North Yorkshire,England,GBR,1080136,54.08903304402421,-1.3737297140511806,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,50,,,,,,2020-03-26
,Northamptonshire,England,GBR,714392,52.30807363568971,-0.8284193587164452,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,64,,,,,,2020-03-26
,Northumberland,England,GBR,315987,55.2943535425097,-2.0702957224004597,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,23,,,,,,2020-03-26
,Nottingham,England,GBR,,52.93211823202077,-1.1664349024987644,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,67,,,,,,2020-03-26
,Nottinghamshire,England,GBR,1115658,53.12984518121013,-1.0091835185045852,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,109,,,,,,2020-03-26
,Oldham,England,GBR,,53.54174510415322,-2.0505382180143386,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,48,,,,,,2020-03-26
,Oxfordshire,England,GBR,672516,51.808104153383965,-1.2839083519388907,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,98,,,,,,2020-03-26
,Peterborough,England,GBR,,52.58384491665956,-0.27010718424918423,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,10,,,,,,2020-03-26
,Plymouth,England,GBR,,50.386921002852894,-4.114404709437087,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,26,,,,,,2020-03-26
,Portsmouth,England,GBR,,50.81639231950007,-1.0414932934999115,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,42,,,,,,2020-03-26
,Reading,England,GBR,,51.45051852416054,-1.0228260967969334,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,10,,,,,,2020-03-26
,Redbridge,England,GBR,,51.58426768725394,0.08813968275015327,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,89,,,,,,2020-03-26
,Redcar and Cleveland,England,GBR,,54.56022797297001,-0.9987577985335747,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,10,,,,,,2020-03-26
,Richmond upon Thames,England,GBR,,51.43577545852057,-0.2985421411569007,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,55,,,,,,2020-03-26
,Rochdale,England,GBR,,53.611113383875534,-2.1230948556430747,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,38,,,,,,2020-03-26
,Rotherham,England,GBR,,53.38535818403295,-1.2620607199262963,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,30,,,,,,2020-03-26
,Salford,England,GBR,,53.478487549560725,-2.4083187582041603,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,52,,,,,,2020-03-26
,Sandwell,England,GBR,,52.51594821064137,-1.990508552377804,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,65,,,,,,2020-03-26
,Sefton,England,GBR,,53.59523329742909,-2.9978000018707007,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,24,,,,,,2020-03-26
,Sheffield,England,GBR,,53.40286469230168,-1.604896511165066,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,240,,,,,,2020-03-26
,Shropshire,England,GBR,479561,52.660881557637765,-2.7153846879136267,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,44,,,,,,2020-03-26
,Slough,England,GBR,,51.469675198001966,-0.5744942897296994,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,22,,,,,,2020-03-26
,Solihull,England,GBR,,52.42412598362722,-1.7274030960260518,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,29,,,,,,2020-03-26
,Somerset,England,GBR,931784,51.07369161647489,-2.975872259896903,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,23,,,,,,2020-03-26
,South Gloucestershire,England,GBR,,51.54588758329207,-2.475195048114843,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,31,,,,,,2020-03-26
,South Tyneside,England,GBR,,54.958685614000075,-1.4462816066733524,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,10,,,,,,2020-03-26
,Southampton,England,GBR,,50.88910228093991,-1.3789863545366359,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,32,,,,,,2020-03-26
,Southend-on-Sea,England,GBR,,51.55627981216796,0.7374681475586442,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,12,,,,,,2020-03-26
,Southwark,England,GBR,,51.464455878635846,-0.06552018850590002,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,253,,,,,,2020-03-26
,St. Helens,England,GBR,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,17,,,,,,2020-03-26
,Staffordshire,England,GBR,1111192,52.81512278888559,-2.014742295320673,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,121,,,,,,2020-03-26
,Stockport,England,GBR,,53.39109497375401,-2.1360268822847956,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,48,,,,,,2020-03-26
,Stockton-on-Tees,England,GBR,,54.55390554510478,-1.3218388537300996,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,16,,,,,,2020-03-26
,Stoke-on-Trent,England,GBR,,53.03867503507479,-2.1709084745964162,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,16,,,,,,2020-03-26
,Suffolk,England,GBR,738512,52.236436265000066,1.0804205660576542,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,42,,,,,,2020-03-26
,Sunderland,England,GBR,,54.86062788461916,-1.459068324274273,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,27,,,,,,2020-03-26
,Surrey,England,GBR,1161256,51.27844656061026,-0.38864000088534567,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,142,,,,,,2020-03-26
,Sutton,England,GBR,,51.35340322572827,-0.1872181866200151,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,54,,,,,,2020-03-26
,Swindon,England,GBR,,51.56933319821849,-1.7075775824394839,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,11,,,,,,2020-03-26
,Tameside,England,GBR,,53.46045083518786,-2.1016202588178885,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,40,,,,,,2020-03-26
,Telford and Wrekin,England,GBR,,52.71430206958482,-2.4850753440019275,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,17,,,,,,2020-03-26
,Thurrock,England,GBR,,51.505512803373136,0.3850030914694855,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,20,,,,,,2020-03-26
,Torbay,England,GBR,,50.44218552834638,-3.5739260030656315,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,21,,,,,,2020-03-26
,Tower Hamlets,England,GBR,,51.516080633764204,-0.02629777642127351,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,93,,,,,,2020-03-26
,Trafford,England,GBR,,53.40615211592737,-2.3816966416367222,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,46,,,,,,2020-03-26
,Wakefield,England,GBR,,53.6560275336937,-1.4101797147220907,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,24,,,,,,2020-03-26
,Walsall,England,GBR,,52.598079007839914,-1.955641203978388,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,78,,,,,,2020-03-26
,Waltham Forest,England,GBR,,51.599512234202194,-0.012551846240711484,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,95,,,,,,2020-03-26
,Wandsworth,England,GBR,,51.45489573859743,-0.1861200631404074,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,204,,,,,,2020-03-26
,Warrington,England,GBR,,53.387232571276115,-2.5546834985446196,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,10,,,,,,2020-03-26
,Warwickshire,England,GBR,551594,52.33041077363828,-1.5655449083208737,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,74,,,,,,2020-03-26
,West Berkshire,England,GBR,,51.44120148436099,-1.3082479518315324,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,18,,,,,,2020-03-26
,West Sussex,England,GBR,828398,50.94804494863297,-0.4655862087365392,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,69,,,,,,2020-03-26
,Westminster,England,GBR,,51.50601664944878,-0.16165127203859697,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,172,,,,,,2020-03-26
,Wigan,England,GBR,,53.51763804825728,-2.6185297304627113,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,16,,,,,,2020-03-26
,Wiltshire,England,GBR,698942,51.309930426547936,-1.9179652566412813,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,43,,,,,,2020-03-26
,Windsor and Maidenhead,England,GBR,,51.464455878186186,-0.7110234240917634,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,14,,,,,,2020-03-26
,Wirral,England,GBR,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,22,,,,,,2020-03-26
,Wokingham,England,GBR,,51.44908526202519,-0.9407575803480484,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,13,,,,,,2020-03-26
,Wolverhampton,England,GBR,,52.58091227872865,-2.088510402932741,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,103,,,,,,2020-03-26
,Worcestershire,England,GBR,575421,52.20434611687975,-2.1993563498157016,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,76,,,,,,2020-03-26
,York,England,GBR,,53.94391693776643,-1.0799931502137383,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,14,,,,,,2020-03-26
,Ayrshire and Arran,Scotland,GBR,,,,https://www.gov.scot/coronavirus-covid-19/,74,,,,,,2020-03-26
,Borders,Scotland,GBR,,,,https://www.gov.scot/coronavirus-covid-19/,23,,,,,,2020-03-26
,Dumfries and Galloway,Scotland,GBR,,55.08148977293544,-4.010547267561236,https://www.gov.scot/coronavirus-covid-19/,39,,,,,,2020-03-26
,Fife,Scotland,GBR,,56.241441148000035,-3.1616511709999315,https://www.gov.scot/coronavirus-covid-19/,40,,,,,,2020-03-26
,Forth Valley,Scotland,GBR,,,,https://www.gov.scot/coronavirus-covid-19/,75,,,,,,2020-03-26
,Grampian,Scotland,GBR,,,,https://www.gov.scot/coronavirus-covid-19/,31,,,,,,2020-03-26
,Greater Glasgow and Clyde,Scotland,GBR,,,,https://www.gov.scot/coronavirus-covid-19/,258,,,,,,2020-03-26
,Highland,Scotland,GBR,,57.57979970900004,-4.866932746499941,https://www.gov.scot/coronavirus-covid-19/,29,,,,,,2020-03-26
,Lanarkshire,Scotland,GBR,,,,https://www.gov.scot/coronavirus-covid-19/,114,,,,,,2020-03-26
,Lothian,Scotland,GBR,,,,https://www.gov.scot/coronavirus-covid-19/,111,,,,,,2020-03-26
,Shetland,Scotland,GBR,,60.30870189000004,-1.328460252999946,https://www.gov.scot/coronavirus-covid-19/,24,,,,,,2020-03-26
,Tayside,Scotland,GBR,,,,https://www.gov.scot/coronavirus-covid-19/,76,,,,,,2020-03-26
,,ND,USA,762062,47.46721085597658,-100.3019580214955,https://covidtracking.com/api/states,58,,,,2261,,2020-03-26
,,NV,USA,3080156,38.50182293528022,-117.02047733760901,https://covidtracking.com/api/states,535,10,,,6696,,2020-03-26
,,OH,USA,11689100,40.36645852284252,-82.67188114679749,https://covidtracking.com/api/states,867,15,,,17316,,2020-03-26
,,RI,USA,1059361,41.66332011094793,-71.48453225865693,https://covidtracking.com/api/states,165,,,,1669,,2020-03-26
,,VT,USA,623989,43.87150381198679,-72.47219594044931,https://covidtracking.com/api/states,158,9,,,2008,,2020-03-26
,,PR,USA,3193694,,,https://covidtracking.com/api/states,64,2,,,776,,2020-03-26
,,AS,USA,,,,https://covidtracking.com/api/states,,,,,25,,2020-03-26
,,GU,USA,,,,https://covidtracking.com/api/states,45,1,,,308,,2020-03-26
,,VI,USA,,,,https://covidtracking.com/api/states,17,,,,74,,2020-03-26
,,,USA,326625791,45.11961412700006,0.7618717780000708,https://covidtracking.com/api/states,82234,1197,,,599064,,2020-03-26
,Gulf Coast Economic Region,AK,USA,80866,59.491968,-148.903015,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,5,,,,,,2020-03-26
,Interior Economic Region,AK,USA,109847,65.20416349999999,-151.02497699999998,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,15,,,,,,2020-03-26
,Mat-Su Economic Region,AK,USA,107610,62.33747700000001,-149.7151675,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,2,,,,,,2020-03-26
,Southeast Economic Region,AK,USA,72373,57.598405,-136.9347315,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,14,,,,,,2020-03-26
,,AK,USA,731545,61.51689280800005,0.7835596040000752,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,36,,,,,,2020-03-26
,(unassigned),AR,USA,,,,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,4,,1,3,181,,2020-03-26
